"","trip_id","distance","end","start","trip_duration"
"10438","1206524",11.0474,"5:55:00","5:28:00",1620
"10439","1206525",11.0474,"6:57:00","6:30:00",1620
"10440","1206526",11.0857,"17:03:00","16:30:00",1980
"10441","1206527",11.0857,"18:50:00","18:20:00",1800
"10442","1206528",19.3812,"17:48:00","17:04:00",2640
"10443","1206529",16.2838,"6:28:00","5:50:00",2280
"10444","1206530",16.2838,"7:16:00","6:40:00",2160
"10445","1206531",16.2838,"7:53:00","7:10:00",2580
"10446","1206532",16.2838,"8:28:00","7:45:00",2580
"10447","1206533",16.2838,"9:03:00","8:20:00",2580
"10448","1206534",11.3558,"9:38:00","9:10:00",1680
"10449","1206535",11.3558,"10:38:00","10:10:00",1680
"10450","1206536",11.3558,"11:38:00","11:10:00",1680
"10451","1206537",11.3558,"12:38:00","12:10:00",1680
"10452","1206538",11.3558,"13:38:00","13:10:00",1680
"10453","1206539",11.3558,"14:38:00","14:10:00",1680
"10454","1206540",11.3558,"15:48:00","15:15:00",1980
"10455","1206541",19.3812,"16:48:00","16:00:00",2880
"10456","1206542",11.0474,"19:25:00","19:00:00",1500
"10457","1206543",11.0474,"18:15:00","17:47:00",1680
"10458","1206544",11.0474,"7:33:00","7:03:00",1800
"10459","1206545",11.0474,"8:13:00","7:43:00",1800
"10460","1206546",11.0474,"8:48:00","8:18:00",1800
"10461","1206547",11.0474,"9:16:00","8:48:00",1680
"10462","1206548",11.0474,"10:08:00","9:40:00",1680
"10463","1206549",11.0474,"11:08:00","10:40:00",1680
"10464","1206550",11.0474,"12:08:00","11:40:00",1680
"10465","1206551",11.0474,"13:08:00","12:40:00",1680
"10466","1206552",11.0474,"14:08:00","13:40:00",1680
"10467","1206553",11.0474,"15:12:00","14:41:00",1860
"10468","1206554",11.0474,"16:18:00","15:47:00",1860
"10469","1206555",11.0474,"17:35:00","17:07:00",1680
"10470","1206577",10.8208,"6:54:00","6:30:00",1440
"10471","1206578",10.8208,"7:39:00","7:15:00",1440
"10472","1206579",4.841,"19:28:00","19:15:00",780
"10473","1206580",11.3421,"8:18:00","7:50:00",1680
"10474","1206581",11.3421,"9:03:00","8:35:00",1680
"10475","1206582",11.3421,"9:48:00","9:20:00",1680
"10476","1206583",11.3421,"10:33:00","10:05:00",1680
"10477","1206584",11.3421,"11:18:00","10:50:00",1680
"10478","1206585",11.3421,"12:03:00","11:35:00",1680
"10479","1206586",11.3421,"12:48:00","12:20:00",1680
"10480","1206587",11.3421,"13:33:00","13:05:00",1680
"10481","1206588",11.3421,"14:18:00","13:50:00",1680
"10482","1206589",11.3421,"15:03:00","14:35:00",1680
"10483","1206590",11.3421,"15:48:00","15:20:00",1680
"10484","1206591",11.3421,"16:33:00","16:05:00",1680
"10485","1206592",11.3421,"17:18:00","16:50:00",1680
"10486","1206593",11.3421,"18:03:00","17:35:00",1680
"10487","1206594",11.7364,"18:40:00","18:15:00",1500
"10488","1206595",2.7854,"5:58:00","5:51:00",420
"10489","1206596",2.7854,"6:43:00","6:36:00",420
"10490","1206597",9.2781,"7:28:00","6:57:00",1860
"10491","1206598",9.2781,"8:13:00","7:42:00",1860
"10492","1206599",10.0008,"8:58:00","8:25:00",1980
"10493","1206600",10.0008,"9:43:00","9:10:00",1980
"10494","1206601",10.0008,"10:28:00","9:55:00",1980
"10495","1206602",10.0008,"11:13:00","10:40:00",1980
"10496","1206603",10.0008,"13:28:00","12:55:00",1980
"10497","1206604",10.0008,"11:58:00","11:25:00",1980
"10498","1206605",10.0008,"14:58:00","14:25:00",1980
"10499","1206606",10.0008,"17:13:00","16:40:00",1980
"10500","1206607",10.0008,"18:40:00","18:07:00",1980
"10501","1206608",10.0008,"19:13:00","18:40:00",1980
"10502","1206609",10.0008,"12:43:00","12:10:00",1980
"10503","1206610",10.0008,"14:13:00","13:40:00",1980
"10504","1206611",10.0008,"15:43:00","15:10:00",1980
"10505","1206612",10.0008,"16:28:00","15:55:00",1980
"10506","1206613",10.0008,"18:08:00","17:35:00",1980
"10507","1206614",10.2451,"9:54:00","9:30:00",1440
